url,author,date,file,headline,processed
https://www.laweekly.com/10-awesome-pieces-of-public-art-in-san-pedro/,Liz Ohanesian,2016-07-19,40091.txt,10 Awesome Pieces of Public Art in San Pedro,1.0
https://www.laweekly.com/10-awesome-songs-about-los-angeles/,Morat,2018-10-19,21269.txt,10 Awesome Songs About Los Angeles,1.0
https://www.laweekly.com/10-awful-pop-culture-things-that-now-exist-because-trump-won/,Jonny Coleman,2017-11-08,32909.txt,10 Awful Pop Culture Things That Now Exist Because Trump Won,1.0
https://www.laweekly.com/10-bad-people-besides-bill-cosby-whose-stars-will-never-be-removed-from-the-hollywood-walk-of-fame/,Jessica P. Ogilvie,2015-07-27,52792.txt,10 Bad People Besides Bill Cosby Whose Stars Will Never Be Removed From the Hollywood Walk of Fame,1.0
https://www.laweekly.com/10-band-members-who-werent-appreciated-until-they-were-gone/,Paul Rogers,2018-10-05,20992.txt,10 Band Members Who Weren't Appreciated Until They Were Gone,1.0
https://www.laweekly.com/10-bands-that-included-siblings-at-war/,Alex Distefano,2019-01-25,13408.txt,10 Bands That Included Siblings at War,1.0
https://www.laweekly.com/10-best-bnh-m-sandwiches-in-los-angeles/,Joshua Lurie,2015-08-05,53065.txt,10 Best Bánh Mì Sandwiches in Los Angeles,1.0
https://www.laweekly.com/10-best-brunches-in-los-angeles/,Besha Rodell,2017-08-24,30594.txt,10 Best Brunches in Los Angeles,1.0
https://www.laweekly.com/10-best-burgers-in-los-angeles-2/,Katherine Spiers,2017-06-22,181492.txt,10 Best Burgers in Los Angeles,1.0
https://www.laweekly.com/10-best-dog-friendly-restaurants-with-patios-in-l-a/,Katherine Spiers,2017-08-16,30378.txt,10 Best Dog-Friendly Restaurants With Patios in L.A.,1.0
https://www.laweekly.com/10-best-doughnuts-in-los-angeles/,Ali Trachta,2015-07-30,154257.txt,10 Best Doughnuts in Los Angeles,1.0
https://www.laweekly.com/10-best-drag-nights-and-parties-in-l-a/,Michael Ciriaco,2016-12-06,45019.txt,10 Best Drag Nights and Parties in L.A.,1.0
https://www.laweekly.com/10-best-falafel-in-los-angeles/,Rachael Narins,2015-10-22,55333.txt,10 Best Falafel in Los Angeles,1.0
https://www.laweekly.com/10-best-fried-chicken-sandwiches-in-l-a/,Besha Rodell,2015-09-29,54394.txt,10 Best Fried Chicken Sandwiches in L.A.,1.0
https://www.laweekly.com/10-best-happy-hours-on-the-westside/,Nile Cappello,2016-06-10,38882.txt,10 Best Happy Hours on the Westside,1.0
https://www.laweekly.com/10-best-hotel-restaurants-in-l-a/,Hillary Eaton,2016-07-14,39967.txt,10 Best Hotel Restaurants in L.A.,1.0
https://www.laweekly.com/10-best-korean-barbecue-restaurants-in-los-angeles/,Susan Park,2015-09-16,54101.txt,10 Best Korean Barbecue Restaurants in Los Angeles,1.0
https://www.laweekly.com/10-best-l-a-comic-book-shops-to-support-your-habit/,Liz Ohanesian,2016-01-20,34252.txt,10 Best L.A. Comic Book Shops to Support Your Habit,1.0
https://www.laweekly.com/10-best-late-night-eats-in-los-angeles-2/,Besha Rodell,2016-10-13,135423.txt,10 Best Late-Night Eats in Los Angeles,1.0
https://www.laweekly.com/10-best-late-night-eats-in-los-angeles/,Jenn Garbee,2016-10-13,43320.txt,10 Best Late-Night Eats in Los Angeles,1.0
https://www.laweekly.com/10-best-local-coffee-roasters-in-l-a/,Garrett Snyder,2016-04-15,36908.txt,10 Best Local Coffee Roasters in L.A.,1.0
https://www.laweekly.com/10-best-marijuana-strains-at-l-a-dispensaries/,David Futch,2016-03-17,35954.txt,10 Best Marijuana Strains at L.A. Dispensaries,1.0
https://www.laweekly.com/10-best-mezcal-cocktails-in-l-a/,Brad Japhe,2016-05-18,38231.txt,10 Best Mezcal Cocktails in L.A.,1.0
https://www.laweekly.com/10-best-new-restaurants-in-los-angeles-2016/,Besha Rodell,2016-12-27,45654.txt,10 Best New Restaurants in Los Angeles 2016,1.0
https://www.laweekly.com/10-best-new-stand-up-shows-in-l-a/,Julie Seabaugh,2015-08-25,53514.txt,10 Best New* Stand-Up Shows in L.A.,1.0
https://www.laweekly.com/10-best-pizza-places-in-los-angeles/,Garrett Snyder,2015-05-20,154233.txt,10 Best Pizza Places in Los Angeles,1.0
https://www.laweekly.com/10-best-places-to-volunteer-in-l-a-when-it-isnt-the-holidays/,Christina McDowell,2016-05-13,38069.txt,10 Best Places to Volunteer in L.A. When it Isn't the Holidays,1.0
https://www.laweekly.com/10-best-pop-punk-songs-of-all-time/,Josh Chesler,2015-09-15,54004.txt,10 Best Pop-Punk Songs of All Time,1.0
https://www.laweekly.com/10-best-restaurants-for-brunch-in-los-angeles/,Christine Chiao,2015-08-20,92775.txt,10 Best Restaurants for Brunch in Los Angeles,1.0
https://www.laweekly.com/10-best-restaurants-in-culver-city/,Katherine Spiers,2017-04-05,25942.txt,10 Best Restaurants in Culver City,1.0
https://www.laweekly.com/10-best-restaurants-in-encino/,Eddie Lin,2017-01-04,22706.txt,10 Best Restaurants in Encino,1.0
https://www.laweekly.com/10-best-restaurants-in-hollywood/,Heather Platt,2017-02-06,23913.txt,10 Best Restaurants in Hollywood,1.0
https://www.laweekly.com/10-best-restaurants-in-long-beach-2/,Brad Japhe,2017-02-23,61236.txt,10 Best Restaurants in Long Beach,1.0
https://www.laweekly.com/10-best-restaurants-in-los-angeles-for-outdoor-dining-2/,Katherine Spiers,2017-03-10,92766.txt,10 Best Restaurants in Los Angeles for Outdoor Dining,1.0
https://www.laweekly.com/10-best-restaurants-in-los-angeles-for-outdoor-dining/,Jessica A. Koslow,2015-04-17,25092.txt,10 Best Restaurants in Los Angeles for Outdoor Dining,1.0
https://www.laweekly.com/10-best-restaurants-in-palm-springs/,Rebecca Pardess,2017-02-17,24330.txt,10 Best Restaurants in Palm Springs,1.0
https://www.laweekly.com/10-best-restaurants-in-santa-monica/,LA Weekly,2016-04-23,37190.txt,10 Best Restaurants in Santa Monica,1.0
https://www.laweekly.com/10-best-restaurants-in-silver-lake-2/,Besha Rodell,2017-09-16,52330.txt,10 Best Restaurants in Silver Lake,1.0
https://www.laweekly.com/10-best-restaurants-in-silver-lake/,Besha Rodell,2015-07-08,31189.txt,10 Best Restaurants in Silver Lake,1.0
https://www.laweekly.com/10-best-restaurants-in-venice/,LA Weekly,2016-12-29,45746.txt,10 Best Restaurants in Venice,1.0
https://www.laweekly.com/10-best-restaurants-in-watts-and-compton/,Jean Trinh,2016-05-12,38016.txt,10 Best Restaurants in Watts and Compton,1.0
https://www.laweekly.com/10-best-restaurants-in-west-hollywood-and-beverly-grove/,Besha Rodell,2015-11-06,55684.txt,10 Best Restaurants in West Hollywood (and Beverly Grove),1.0
https://www.laweekly.com/10-best-seafood-restaurants-in-los-angeles-2/,Katherine Spiers,2017-09-27,136356.txt,10 Best Seafood Restaurants in Los Angeles,1.0
https://www.laweekly.com/10-best-seafood-restaurants-in-los-angeles/,Jessica Ritz,2017-09-27,31531.txt,10 Best Seafood Restaurants in Los Angeles,1.0
https://www.laweekly.com/10-best-strip-clubs-in-los-angeles/,Lina Lecaro,2016-11-11,44254.txt,10 Best Strip Clubs In Los Angeles,1.0
https://www.laweekly.com/10-best-sushi-restaurants-in-los-angeles/,Garrett Snyder,2015-06-25,154241.txt,10 Best Sushi Restaurants in Los Angeles,1.0
https://www.laweekly.com/10-best-taco-trucks-in-los-angeles-2/,Katherine Spiers,2017-09-22,78042.txt,10 Best Taco Trucks in Los Angeles,1.0
https://www.laweekly.com/10-best-tacos-on-the-westside/,Angela Matano,2015-10-07,54963.txt,10 Best Tacos on the Westside,1.0
https://www.laweekly.com/10-best-taiwanese-restaurants-in-los-angeles/,Clarissa Wei,2015-08-26,53562.txt,10 Best Taiwanese Restaurants In Los Angeles,1.0
https://www.laweekly.com/10-best-things-to-do-in-l-a-this-week-2/,L.A. Weekly,2020-02-07,400180.txt,10 Best Things to Do in L.A. This Week,0.0
https://www.laweekly.com/10-best-things-to-do-in-l-a-this-week-3/,L.A. Weekly,2020-02-20,401200.txt,10 Best Things to Do in L.A. This Week,0.0
https://www.laweekly.com/10-best-things-to-do-in-l-a-this-week-4/,L.A. Weekly,2020-02-27,401755.txt,10 Best Things to Do in L.A. This Week,1.0
https://www.laweekly.com/10-best-things-to-do-in-l-a-this-week-5/,LA Weekly,2020-03-13,402734.txt,10 Best Things to Do in L.A. This Week,0.0
https://www.laweekly.com/10-best-things-to-do-in-l-a-this-week/,L.A. Weekly,2020-01-31,399781.txt,10 Best Things to Do in L.A. This Week,1.0
https://www.laweekly.com/10-best-things-to-do-in-los-angeles-this-week/,L.A. Weekly,2020-02-13,400755.txt,10 Best Things to Do in Los Angeles This Week,1.0
https://www.laweekly.com/10-best-things-to-eat-at-disneyland-and-california-adventure/,Katherine Spiers,2017-05-24,27786.txt,10 Best Things to Eat at Disneyland and California Adventure,1.0
https://www.laweekly.com/10-best-upscale-lunches-in-los-angeles/,Besha Rodell,2016-02-25,35285.txt,10 Best Upscale Lunches in Los Angeles,1.0
https://www.laweekly.com/10-best-ways-to-de-stress-in-l-a-before-the-holidays/,LA Weekly,2015-11-18,55981.txt,10 Best Ways to De-Stress in L.A. Before the Holidays,1.0
https://www.laweekly.com/10-byobs-with-no-corkage-in-los-angeles/,Brad Japhe,2015-06-17,51760.txt,10 BYOBs With No Corkage in Los Angeles,1.0
https://www.laweekly.com/10-characters-to-watch-in-orange-is-the-new-black-season-3/,Inkoo Kang,2015-06-10,51545.txt,10 Characters to Watch in Orange Is the New Black Season 3,1.0
https://www.laweekly.com/10-cheap-and-free-things-to-do-in-l-a-this-week-2/,LA Weekly,2017-09-29,27621.txt,10 Cheap and Free Things to Do in L.A. This Week,1.0
https://www.laweekly.com/10-cheap-and-free-things-to-do-in-l-a-this-week-3/,LA Weekly,2016-11-11,29592.txt,10 Cheap and Free Things To Do in L.A. This Week,1.0
https://www.laweekly.com/10-cheap-and-free-things-to-do-in-l-a-this-week-4/,LA Weekly,2017-09-01,30811.txt,10 Cheap and Free Things to Do in L.A. This Week,1.0
https://www.laweekly.com/10-cheap-and-free-things-to-do-in-l-a-this-week-5/,LA Weekly,2017-09-29,31821.txt,10 Cheap and Free Things to Do in L.A. This Week,1.0
https://www.laweekly.com/10-cheap-and-free-things-to-do-in-l-a-this-week-6/,LA Weekly,2017-11-17,33155.txt,10 Cheap and Free Things to Do in L.A. This Week,1.0
https://www.laweekly.com/10-cheap-and-free-things-to-do-in-l-a-this-week-7/,LA Weekly,2017-11-24,33303.txt,10 Cheap and Free Things to Do in L.A. This Week,1.0
https://www.laweekly.com/10-cheap-and-free-things-to-do-in-l-a-this-week-8/,LA Weekly,2017-09-01,34137.txt,10 Cheap and Free Things to Do in L.A. This Week,1.0
https://www.laweekly.com/10-cheap-and-free-things-to-do-in-l-a-this-week-9/,LA Weekly,2017-11-17,44280.txt,10 Cheap and Free Things to Do in L.A. This Week,1.0
https://www.laweekly.com/10-cheap-and-free-things-to-do-in-l-a-this-week/,LA Weekly,2017-11-24,23337.txt,10 Cheap and Free Things to Do in L.A. This Week,1.0
https://www.laweekly.com/10-cheap-and-free-things-to-do-this-week-10/,LA Weekly,2016-11-04,41699.txt,10 Cheap and Free Things to Do This Week,1.0
https://www.laweekly.com/10-cheap-and-free-things-to-do-this-week-11/,LA Weekly,2016-12-16,41895.txt,10 Cheap and Free Things to Do This Week,1.0
https://www.laweekly.com/10-cheap-and-free-things-to-do-this-week-12/,LA Weekly,2016-11-25,43117.txt,10 Cheap and Free Things to Do This Week,1.0
https://www.laweekly.com/10-cheap-and-free-things-to-do-this-week-13/,LA Weekly,2015-12-25,43366.txt,10 Cheap and Free Things to Do This Week,1.0
https://www.laweekly.com/10-cheap-and-free-things-to-do-this-week-17/,LA Weekly,2017-03-31,57058.txt,10 Cheap and Free Things to Do This Week,1.0
https://www.laweekly.com/10-cheap-and-free-things-to-do-this-week-2/,LA Weekly,2017-05-12,27385.txt,10 Cheap and Free Things to Do This Week,1.0
https://www.laweekly.com/10-cheap-and-free-things-to-do-this-week-3/,LA Weekly,2017-06-16,28543.txt,10 Cheap and Free Things to Do This Week,1.0
https://www.laweekly.com/10-cheap-and-free-things-to-do-this-week-4/,LA Weekly,2017-09-15,31180.txt,10 Cheap and Free Things to Do This Week,1.0
https://www.laweekly.com/10-cheap-and-free-things-to-do-this-week-5/,LA Weekly,2017-10-20,32444.txt,10 Cheap and Free Things to Do This Week,1.0
https://www.laweekly.com/10-cheap-and-free-things-to-do-this-week-6/,LA Weekly,2017-05-12,34512.txt,10 Cheap and Free Things to Do This Week,1.0
https://www.laweekly.com/10-cheap-and-free-things-to-do-this-week-7/,LA Weekly,2017-06-16,35569.txt,10 Cheap and Free Things to Do This Week,1.0
https://www.laweekly.com/10-cheap-and-free-things-to-do-this-week-8/,LA Weekly,2017-09-15,38710.txt,10 Cheap and Free Things to Do This Week,1.0
https://www.laweekly.com/10-cheap-and-free-things-to-do-this-week-9/,LA Weekly,2017-10-20,38903.txt,10 Cheap and Free Things to Do This Week,1.0
https://www.laweekly.com/10-cheap-and-free-things-to-do-this-week/,LA Weekly,2017-03-31,25798.txt,10 Cheap and Free Things to Do This Week,1.0
https://www.laweekly.com/10-chef-approved-tricks-to-master-the-grill-this-summer/,Heather Platt,2016-06-17,39095.txt,10 Chef-Approved Tricks to Master the Grill This Summer,1.0
https://www.laweekly.com/10-christmas-songs-that-wont-drive-you-crazy/,Brett Callwood,2017-12-22,33630.txt,10 Christmas Songs That Won't Drive You Crazy,1.0
https://www.laweekly.com/10-classic-ambient-albums-for-people-who-dont-know-shit-about-ambient/,Jonny Coleman,2015-08-11,53167.txt,10 Classic Ambient Albums For People Who Don't Know Shit About Ambient,1.0
https://www.laweekly.com/10-classic-balearic-songs-for-people-who-dont-know-shit-about-balearic/,Jonny Coleman,2016-06-03,38686.txt,10 Classic Balearic Songs for People Who Don't Know Shit About Balearic,1.0
https://www.laweekly.com/10-classic-bounce-records-for-people-who-dont-know-shit-about-bounce/,Jonny Coleman,2016-02-24,35242.txt,10 Classic Bounce Records for People Who Don't Know Shit About Bounce,1.0
https://www.laweekly.com/10-classic-dubstep-tracks-for-people-who-dont-know-shit-about-dubstep/,Jonny Coleman,2016-03-29,36299.txt,10 Classic Dubstep Tracks for People Who Don't Know Shit About Dubstep,1.0
https://www.laweekly.com/10-classic-emo-songs-for-people-who-dont-know-shit-about-emo/,Artemis Thomas-Hansard,2016-12-06,45043.txt,10 Classic Emo Songs for People Who Don't Know Shit About Emo,1.0
https://www.laweekly.com/10-classic-field-trip-spots-where-you-can-relive-your-l-a-childhood/,Liz Ohanesian,2017-03-22,25472.txt,10 Classic Field Trip Spots Where You Can Relive Your L.A. Childhood,1.0
https://www.laweekly.com/10-classic-footwork-tracks-for-people-who-dont-know-shit-about-footwork/,Jonny Coleman,2016-11-14,44307.txt,10 Classic Footwork Tracks for People Who Don't Know Shit About Footwork,1.0
https://www.laweekly.com/10-classic-freestyle-jams-for-people-who-dont-know-shit-about-freestyle/,Liz Ohanesian,2017-11-14,33049.txt,10 Classic Freestyle Jams for People Who Don't Know Shit About Freestyle,1.0
https://www.laweekly.com/10-classic-goth-albums-for-people-who-dont-know-shit-about-goth-music/,Liz Ohanesian,2016-02-15,34974.txt,10 Classic Goth Albums for People Who Don't Know Shit About Goth Music,1.0
https://www.laweekly.com/10-classic-hair-metal-songs-for-people-who-dont-know-shit-about-hair-metal/,Brett Callwood,2017-06-03,28078.txt,10 Classic Hair Metal Songs for People Who Don’t Know Shit About Hair Metal,1.0
https://www.laweekly.com/10-classic-industrial-albums-for-people-who-dont-know-shit-about-industrial-music/,Brett Callwood,2017-10-05,31982.txt,10 Classic Industrial Albums for People Who Don’t Know Shit About Industrial Music,1.0
https://www.laweekly.com/10-classic-operas-for-people-who-dont-know-shit-about-opera/,Jonny Coleman,2015-09-14,53974.txt,10 Classic Operas for People Who Don't Know Shit About Opera,1.0
https://www.laweekly.com/10-classic-outlaw-country-jams-for-people-who-dont-know-shit-about-outlaw-country/,Jonny Coleman,2016-09-29,42553.txt,10 Classic Outlaw Country Jams for People Who Don't Know Shit About Outlaw Country,1.0
https://www.laweekly.com/10-classic-techno-records-for-people-who-dont-know-shit-about-techno/,Jonny Coleman,2016-01-04,33748.txt,10 Classic Techno Records For People Who Don't Know Shit About Techno,1.0
https://www.laweekly.com/10-comics-with-prominent-female-characters-on-free-comic-book-day/,Liz Ohanesian,2017-05-05,27136.txt,10 Comics With Prominent Female Characters on Free Comic Book Day,1.0
https://www.laweekly.com/10-deals-and-steals-for-black-friday-and-small-business-saturday/,Lina Lecaro,2018-11-21,21955.txt,10 Deals and Steals for Black Friday and Small Business Saturday,1.0
https://www.laweekly.com/10-death-metal-songs-for-people-who-dont-know-shit-about-death-metal/,Brett Callwood,2017-07-28,29810.txt,10 Death Metal Songs for People Who Don’t Know Shit About Death Metal,1.0
https://www.laweekly.com/10-desserts-that-are-perfect-for-autumn/,Katherine Spiers,2017-10-13,32275.txt,10 Desserts That Are Perfect for Autumn,1.0
https://www.laweekly.com/10-disneyland-attractions-that-dont-exist-anymore-but-we-wish-did/,Gwynedd Stuart,2017-04-28,26810.txt,10 Disneyland Attractions That Don't Exist Anymore (but We Wish Did),1.0
https://www.laweekly.com/10-dog-friendly-l-a-hangouts/,Liz Ohanesian,2016-01-04,33755.txt,10 Dog-Friendly L.A. Hangouts,1.0
https://www.laweekly.com/10-dubious-days-that-the-city-of-l-a-has-declared/,Hillel Aron,2017-05-06,27171.txt,10 Dubious Days That the City of L.A. Has Declared,1.0
https://www.laweekly.com/10-easter-brunches-for-every-l-a-need/,Sarah Bennett,2015-03-31,49267.txt,10 Easter Brunches for Every L.A. Need,1.0
https://www.laweekly.com/10-essential-italian-restaurants-in-los-angeles/,Besha Rodell,2017-03-29,25714.txt,10 Essential Italian Restaurants in Los Angeles,1.0
https://www.laweekly.com/10-essential-l-a-restaurants-where-you-can-eat-for-under-10-2/,Garrett Snyder,2016-02-23,60200.txt,10 Essential L.A. Restaurants Where You Can Eat for Under $10,1.0
https://www.laweekly.com/10-essential-tacos-in-los-angeles/,Besha Rodell,2017-04-06,26014.txt,10 Essential Tacos in Los Angeles,1.0
https://www.laweekly.com/10-essential-tips-for-new-bands-from-l-a-music-industry-experts/,Artemis Thomas-Hansard,2017-08-10,30174.txt,10 Essential Tips for New Bands From L.A. Music Industry Experts,1.0
https://www.laweekly.com/10-fathers-day-restaurant-deals-that-include-booze-for-dad/,Sarah Bennett,2015-06-16,51719.txt,10 Father's Day Restaurant Deals That Include Booze for Dad,1.0
https://www.laweekly.com/10-favorite-l-a-restaurants-from-osteria-la-buca-chef-cameron-slaugh/,Besha Rodell,2015-10-05,54876.txt,10 Favorite L.A. Restaurants From Osteria La Buca Chef Cameron Slaugh,1.0
https://www.laweekly.com/10-favorite-restaurants-from-little-beasts-sean-lowenthal/,Besha Rodell,2015-10-21,55279.txt,10 Favorite Restaurants From Little Beast's Sean Lowenthal,1.0
https://www.laweekly.com/10-feel-good-rap-songs-to-celebrate-the-summer/,Shirley Ju,2018-06-29,19065.txt,10 Feel-Good Rap Songs to Celebrate the Summer,1.0
https://www.laweekly.com/10-fetish-inspired-bands/,Morat,2019-02-01,13573.txt,10 Fetish-Inspired Bands,1.0
https://www.laweekly.com/10-free-l-a-things-to-do-with-kids-that-dont-suck-for-grownups/,Nile Cappello,2017-01-18,23251.txt,10 Free L.A. Things to Do With Kids That Don't Suck for Grownups,1.0
https://www.laweekly.com/10-gangsta-rap-songs-the-critics-want-you-to-forget-about/,Art Tavana,2016-05-17,38149.txt,10 Gangsta Rap Songs the Critics Want You to Forget About,1.0
https://www.laweekly.com/10-gift-wrapped-holiday-flicks/,David Weiner,2018-10-31,21500.txt,10 Gift-Wrapped Holiday Flicks,1.0
https://www.laweekly.com/10-gooey-places-to-celebrate-national-grilled-cheese-month/,Christine Clark,2019-04-09,15291.txt,10 Gooey Places to Celebrate National Grilled Cheese Month,0.0
https://www.laweekly.com/10-great-20-and-under-dinner-deals-in-los-angeles/,Besha Rodell,2016-01-06,33855.txt,10 Great $20-and-Under Dinner Deals in Los Angeles,1.0
https://www.laweekly.com/10-great-albums-to-prove-that-2016-hasnt-been-all-bad-in-haiku-form/,Jeff Weiss,2016-06-29,39462.txt,10 Great Albums to Prove That 2016 Hasn't Been All Bad (in Haiku Form),1.0
https://www.laweekly.com/10-great-books-about-l-a-music/,Brett Callwood,2016-08-22,41182.txt,10 Great Books About L.A. Music,1.0
https://www.laweekly.com/10-great-dining-options-for-fathers-day/,Besha Rodell,2017-06-15,28526.txt,10 Great Dining Options for Father's Day,1.0
https://www.laweekly.com/10-great-flans-in-los-angeles/,Joshua Lurie,2015-04-07,49476.txt,10 Great Flans in Los Angeles,1.0
https://www.laweekly.com/10-great-free-things-to-do-in-l-a-this-week/,LA Weekly,2015-07-17,52415.txt,10 Great Free Things to Do in L.A. This Week,1.0
https://www.laweekly.com/10-great-future-bass-tracks-for-people-who-dont-know-shit-about-future-bass/,Andy Hermann,2017-08-30,30721.txt,10 Great Future Bass Tracks for People Who Don't Know Shit About Future Bass,1.0
https://www.laweekly.com/10-great-marijuana-gifts-for-that-special-stoner-in-your-life/,Adrienne Airhart,2016-12-10,45172.txt,10 Great Marijuana Gifts for That Special Stoner in Your Life,1.0
https://www.laweekly.com/10-great-places-to-eat-near-the-beach-in-l-a-according-to-chef-tyler-gugliotta/,Besha Rodell,2017-08-07,30079.txt,"10 Great Places to Eat Near the Beach in L.A., According to Chef Tyler Gugliotta",1.0
https://www.laweekly.com/10-great-reasons-to-eat-vegan-food-in-los-angeles/,Besha Rodell,2016-02-10,34863.txt,10 Great Reasons to Eat Vegan Food in Los Angeles,1.0
https://www.laweekly.com/10-great-restaurants-in-santa-monica-according-to-mainland-pok-owner-ari-kahan/,Besha Rodell,2017-03-20,25396.txt,10 Great Restaurants in Santa Monica According to Mainland Poké Owner Ari Kahan,1.0
https://www.laweekly.com/10-great-restaurants-in-the-south-bay/,LA Weekly,2015-11-11,55793.txt,10 Great Restaurants in the South Bay,1.0
https://www.laweekly.com/10-great-songs-from-david-lynch-productions/,Brett Callwood,2018-10-12,21128.txt,10 Great Songs From David Lynch Productions,1.0
https://www.laweekly.com/10-great-things-to-do-in-l-a-this-week-for-10-or-less/,LA Weekly,2015-09-11,53953.txt,10 Great Things to Do in L.A. This Week for $10 or Less,1.0
https://www.laweekly.com/10-great-things-to-do-in-l-a-when-youre-angry-at-the-world/,Liz Ohanesian,2015-07-29,52862.txt,10 Great Things to Do in L.A. When You're Angry at the World,1.0
https://www.laweekly.com/10-great-vegan-brunches-in-l-a/,Hannah Sentenac,2018-09-26,20792.txt,10 Great Vegan Brunches in L.A.,1.0
https://www.laweekly.com/10-hardcore-albums-for-people-who-dont-know-shit-about-hardcore/,Brett Callwood,2017-12-18,33567.txt,10 Hardcore Albums for People Who Don’t Know Shit About Hardcore,1.0
https://www.laweekly.com/10-hardcore-techno-tracks-for-people-who-dont-know-shit-about-hardcore/,Joel “DJ Deadly Buda” Bevacqua,2016-08-30,41493.txt,10 Hardcore Techno Tracks for People Who Don’t Know Shit About Hardcore,1.0
https://www.laweekly.com/10-highlights-of-l-a-phil-and-girlschools-tribute-to-yoko-ono/,Brett Callwood,2019-03-22,14822.txt,10 Highlights of L.A. Phil and GIRLSCHOOL’s Tribute to Yoko Ono,0.0
https://www.laweekly.com/10-highlights-of-punk-rock-bowling/,Morat,2019-05-10,341765.txt,10 Highlights Of Punk Rock Bowling,1.0
https://www.laweekly.com/10-highlights-of-the-one-love-festival/,Brett Callwood,2019-02-08,13762.txt,10 Highlights of the One Love Festival,1.0
https://www.laweekly.com/10-hip-hop-songs-to-soothe-your-mind/,Shirley Ju,2018-05-25,18176.txt,10 Hip-Hop Songs to Soothe Your Mind,1.0
https://www.laweekly.com/10-iconic-los-angeles-buildings-that-could-be-demolished-at-any-moment/,Kim Cooper,2017-07-07,297575.txt,10 Iconic Los Angeles Buildings That Could Be Demolished at Any Moment,1.0
https://www.laweekly.com/10-ideas-for-a-girls-night-or-day-out-in-l-a/,Liz Ohanesian,2016-03-14,35826.txt,10 Ideas for a Girls' Night (or Day) Out in L.A.,1.0
https://www.laweekly.com/10-ideas-for-dates-in-l-a-that-arent-dinner-and-a-movie/,Liz Ohanesian,2016-03-30,36384.txt,10 Ideas for Dates in L.A. That Aren't Dinner and a Movie,1.0
https://www.laweekly.com/10-l-a-activities-that-are-fun-even-when-youre-sober/,Maya Kachroo-Levine,2016-05-25,38460.txt,10 L.A. Activities That Are Fun Even When You're Sober,1.0
https://www.laweekly.com/10-l-a-arcades-worth-your-quarters/,Liz Ohanesian,2015-12-01,56274.txt,10 L.A. Arcades Worth Your Quarters,1.0
https://www.laweekly.com/10-l-a-artists-to-watch-in-2016/,LA Weekly,2016-01-07,33863.txt,10 L.A. Artists to Watch in 2016,1.0
